Clicks_Plus_Leads,Clicks,Leads,Revenue
4401,2836,1565,171196
8289,5721,2568,317170
1859,1206,653,283560
15372,10322,5050,2656440
4195,2779,1416,415701
3660,2631,1029,187487
3328,2409,919,338402
2769,2259,510,82566
5929,3964,1965,307776
3435,2829,606,352044
12928,8118,4810,1084545
5833,4621,1212,323200
5836,3809,2027,381261
10661,7987,2674,506345
14313,11838,2475,1344105
8567,7065,1502,578197
13219,8891,4328,923326
7094,4614,2480,945265
6392,4133,2259,597780
4869,3543,1326,114816
9301,6012,3289,1423252
2197,1790,407,117120
3685,2798,887,304644
10255,8434,1821,324836
8471,6439,2032,911808
1838,1332,506,184254
4034,2667,1367,493551
3286,2467,819,228340
1823,1284,539,199111
965,633,332,173376
14613,10926,3687,1286236
2132,1464,668,305855
964,678,286,136884
4103,2970,1133,642252
4060,3376,684,165816
835,642,193,44298
8729,5751,2978,1051628
8376,6558,1818,525483
2341,1590,751,285360
2905,2189,716,254284
3920,2589,1331,272304
7167,5409,1758,374974
12836,9622,3214,274985
13941,10291,3650,941220
893,617,276,107508
1358,947,411,84231
3009,2249,760,292395
6768,4762,2006,410150
9183,7513,1670,601472
3877,2889,988,70180
3670,2912,758,364426
3097,2206,891,242265
8621,5634,2987,924563
11212,7262,3950,821878
1584,1244,340,46530
11023,8240,2783,669507
2182,1405,777,211242
19009,13239,5770,1559672
6773,5009,1764,957718
5845,3779,2066,440076
10864,9025,1839,148250
4084,3108,976,318120
3539,2533,1006,208560
5422,4386,1036,219564
6986,4673,2313,437382
8308,6358,1950,747040
5697,3873,1824,454212
5237,3734,1503,735376
18378,11862,6516,1334313
1515,991,524,159084
2098,1656,442,105245
3881,2760,1121,252859
3701,2527,1174,99246
18880,13726,5154,2225384
16427,10332,6095,2036229
11633,8171,3462,1420425
2392,1964,428,87636
4539,3687,852,241966
19799,14640,5159,730904
11448,7262,4186,627676
7763,4960,2803,719897
2622,2062,560,177636
15035,11516,3519,446890
1215,865,350,157940
13095,8528,4567,592156
5674,4673,1001,189662
3517,2503,1014,529200
4499,2828,1671,510119
2671,1685,986,191315
16758,11436,5322,875016
1721,1159,562,131320
4095,2881,1214,472758
2528,2009,519,218022
10529,6808,3721,1085266
9845,6455,3390,1185821
2970,2153,817,205128
1686,1355,331,181724
6967,4433,2534,1212850
8267,5914,2353,374760
6751,4318,2433,1176536
7574,5991,1583,209502
6036,4707,1329,170280
10755,6942,3813,1611124
7709,5797,1912,785290
5243,3884,1359,332748
4405,3489,916,267399
2838,1901,937,191110
13609,10405,3204,908236
1859,1455,404,125570
4063,3210,853,278432
2711,2061,650,351127
8060,5351,2709,630468
2426,2020,406,168207
10145,6718,3427,1156032
2304,1739,565,199232
6851,4728,2123,1056688
6235,5167,1068,116265
6284,4393,1891,412370
580,481,99,12700
12178,8465,3713,803985
3821,2595,1226,300860
5710,3821,1889,1070706
717,479,238,56650
1810,1229,581,157542
5158,3501,1657,830251
9781,6771,3010,565064
6681,4813,1868,610736
4221,3410,811,207656
5123,4264,859,172480
12238,9536,2702,538480
10247,7467,2780,880452
2849,1992,857,175446
9368,5871,3497,480480
4308,3506,802,326350
9010,7330,1680,450058
10474,7226,3248,1230725
16185,11177,5008,2681535
4231,3332,899,132480
4130,2825,1305,334686
2370,1724,646,365178
9866,6519,3347,1292928
2083,1405,678,223860
5550,4568,982,204450
2426,1945,481,284760
5439,4443,996,215400
6703,4742,1961,643215
5655,4578,1077,265660
2117,1711,406,172422
5472,4365,1107,118965
1244,850,394,68376
9504,6555,2949,1315110
12605,7964,4641,1322594
4950,3433,1517,464808
15206,11841,3365,1795110
13321,9662,3659,864042
3604,2256,1348,264924
1104,723,381,77400
8490,6809,1681,598262
14040,10151,3889,842904
1875,1391,484,235144
4424,3378,1046,142308
1871,1331,540,230395
4188,2637,1551,310760
13524,9345,4179,840807
4032,2582,1450,745011
4041,2624,1417,227772
11263,7116,4147,674492
15437,9703,5734,1926712
9834,8144,1690,406032
4764,3050,1714,368640
11948,7679,4269,632530
3101,1978,1123,295240
2157,1603,554,313065
6128,4217,1911,512875
5106,3690,1416,186824
11057,7850,3207,1113420
8356,6569,1787,696352
6514,5049,1465,282450
15096,10484,4612,2346992
2599,1962,637,102834
5833,4546,1287,346777
4902,3072,1830,712053
1902,1440,462,204512
5762,4800,962,395618
3726,3017,709,246696
5327,4250,1077,229362
5099,3382,1717,223374
3544,2530,1014,315951
1492,1144,348,64416
8100,5630,2470,663840
3064,2208,856,118267
6616,4436,2180,368298
5158,4164,994,255195
8981,6438,2543,203708
6848,5140,1708,497227
4900,4058,842,77616
2541,1707,834,288915
12525,10239,2286,1114484
804,547,257,58590
1268,948,320,139995
1504,983,521,56364
13571,9870,3701,676535
9848,7355,2493,215366
5916,4722,1194,381096
3166,2283,883,226590
15313,10669,4644,1015324
4103,2980,1123,198522
636,417,219,24644
15071,9778,5293,1318176
3898,2537,1361,192780
6166,5017,1149,348056
17363,11548,5815,3123919
3569,2357,1212,301140
1733,1270,463,60860
11232,7261,3971,1079120
845,534,311,136500
18288,11810,6478,969024
1639,1240,399,61686
6629,4677,1952,558444
3112,2294,818,305602
17636,11848,5788,2532284
12917,8172,4745,1489380
12162,9458,2704,463608
2024,1521,503,139556
13514,10888,2626,1037082
11242,7124,4118,1271400
15287,11829,3458,1000125
12688,9384,3304,356928
4649,3491,1158,123321
3552,2332,1220,458125
5240,4274,966,356850
3566,2663,903,294516
7231,4676,2555,322240
1856,1300,556,62220
11029,7793,3236,1170660
3040,2340,700,239478
11049,7473,3576,1178398
2136,1528,608,308866
9702,7170,2532,533709
5922,4472,1450,543411
10206,8416,1790,972332
12264,8391,3873,1410123
5582,4243,1339,446918
7021,5451,1570,389232
4358,3508,850,209922
13378,9746,3632,1556785
1177,775,402,207483
4593,3633,960,263277
3753,2883,870,291984
1944,1340,604,167371
9981,6782,3199,458824
2930,1988,942,467170
12444,8268,4176,1457020
2593,1871,722,111540
8099,6528,1571,346038
13135,8822,4313,1361160
12741,8889,3852,762144
9001,6404,2597,1254855
10545,7632,2913,911880
1873,1230,643,88352
10946,7457,3489,291648
3210,2078,1132,98784
1447,1079,368,96360
2943,1939,1004,197290
9353,5920,3433,1104031
2437,1962,475,244216
3806,3161,645,227115
2115,1743,372,178101
3386,2250,1136,206055
12241,9595,2646,275405
7318,5434,1884,547149
8743,6893,1850,464646
1947,1313,634,124869
5957,4912,1045,264386
7202,4924,2278,260832
2276,1897,379,154704
2322,1656,666,125120
5100,3681,1419,210192
3996,2746,1250,268620
892,657,235,48356
3585,2516,1069,261576
10948,7976,2972,485298
3830,2775,1055,228096
1174,798,376,61712
7615,5701,1914,449085
14184,9039,5145,1279278
5861,3849,2012,411597
15966,10156,5810,1641936
8455,6820,1635,263406
658,444,214,77384
13435,8416,5019,1649830
13513,9083,4430,2048160
10473,7352,3121,1057312
1586,1017,569,161131
2411,1821,590,226347
1917,1551,366,85400
6307,4918,1389,596440
8513,6676,1837,821980
6204,4691,1513,510400
2570,1747,823,409200
3994,3204,790,396210
2842,2066,776,87164
5875,4150,1725,404376
7647,5146,2501,474546
15155,11821,3334,1202040
10029,7154,2875,457963
984,620,364,188034
8409,6015,2394,546744
15683,10079,5604,1410285
1429,1156,273,48822
10703,7105,3598,1423000
8635,6698,1937,692159
5650,4084,1566,241230
6761,4288,2473,768996
3041,2037,1004,369389
15223,10695,4528,1031756
2625,1800,825,279054
1949,1367,582,98748
10025,7622,2403,467400
2630,1735,895,121660
9873,6992,2881,1444881
10664,6671,3993,1069452
5724,4235,1489,677660
5920,3964,1956,398866
6516,4861,1655,304920
18878,13940,4938,1354148
1389,1095,294,109436
5000,3671,1329,340704
9620,7304,2316,479940
2164,1449,715,117189
5784,3687,2097,537312
3584,2863,721,360195
11123,7531,3592,1719616
9231,7151,2080,1111094
10847,7610,3237,1332144
3640,2327,1313,488310
10590,6844,3746,936054
12217,7899,4318,1097829
8390,5443,2947,656276
14711,10196,4515,806000
954,771,183,26391
9610,6458,3152,1903097
3105,2273,832,89997
2284,1875,409,106173
7635,5183,2452,485473
2315,1926,389,49764
14479,9237,5242,1131390
2915,1943,972,465206
6611,4651,1960,543530
10677,6942,3735,705100
1682,1234,448,112158
4559,3216,1343,325242
7764,6293,1471,439132
15074,10433,4641,427383
12343,10096,2247,384836
787,595,192,69788
13551,8504,5047,1635705
19600,12631,6969,2202252
3012,1949,1063,295647
6373,5289,1084,232000
5479,4193,1286,505195
9574,7768,1806,300840
7821,5562,2259,1013264
7699,5805,1894,177152
16450,12689,3761,250914
4214,2661,1553,504868
2919,2336,583,74340
1534,1259,275,43896
1313,863,450,253750
19683,13077,6606,1906000
602,456,146,30956
8188,6402,1786,213199
9074,6630,2444,709605
2452,1728,724,83692
6065,4894,1171,264735
11244,7732,3512,1460945
3325,2633,692,281388
3069,1958,1111,284427
11549,9251,2298,664706
14201,9465,4736,1950606
1907,1202,705,275880
3821,2770,1051,81606
7586,4983,2603,1361844
839,664,175,50932
7946,6177,1769,249977
11104,8567,2537,715647
6113,4578,1535,675396
847,532,315,58692
7975,5202,2773,355750
2832,2278,554,103722
4922,3541,1381,517293
3473,2771,702,204972
2583,1727,856,348458
2562,1678,884,193519
2496,1686,810,109436
7314,4999,2315,713632
8917,5640,3277,1057144
14720,11592,3128,524772
5365,3724,1641,510580
16568,11124,5444,1146411
6133,4001,2132,746438
8329,5295,3034,1108650
878,638,240,56959
556,379,177,67540
7894,5004,2890,860832
2057,1417,640,157399
19225,12880,6345,2599436
3450,2704,746,302940
5393,4344,1049,122694
8106,6640,1466,655068
9042,5901,3141,654159
7890,4976,2914,1057130
8208,5949,2259,1118362
2499,1625,874,205842
1112,724,388,81096
12974,8512,4462,1715644
19379,12883,6496,2599236
3885,2524,1361,464185
3004,2489,515,170694
13066,10124,2942,605790
4044,3293,751,84109
3024,2218,806,165760
6077,4122,1955,443620
1348,990,358,55440
5486,3688,1798,561172
10343,7772,2571,589798
6998,4446,2552,308356
4048,2989,1059,172617
18913,11896,7017,2203704
1744,1376,368,179828
4051,3102,949,170772
10590,7017,3573,946488
15554,12165,3389,942985
6448,5004,1444,471042
2463,1641,822,184500
8830,6818,2012,160484
2845,2299,546,122764
1769,1327,442,87290
1450,984,466,270100
904,726,178,21615
7592,5160,2432,1317262
13126,8807,4319,826275
6125,4393,1732,1018875
2276,1862,414,73904
9628,7200,2428,306460
17837,12141,5696,983907
2094,1320,774,171564
15313,9635,5678,498411
1148,866,282,103707
572,434,138,56842
1368,1122,246,39054
11207,8856,2351,509480
6878,5138,1740,210694
2611,1946,665,241450
4672,3240,1432,258813
2076,1377,699,150064
4859,3061,1798,559365
14267,10395,3872,1730412
4761,3355,1406,494262
3522,2209,1313,299536
3996,3294,702,202376
2495,1966,529,113883
523,431,92,11271
5215,3811,1404,561558
13995,11586,2409,637008
15118,11117,4001,1038584
15730,10629,5101,2456584
12537,8782,3755,472885
3070,2224,846,296701
8267,5678,2589,722370
1957,1561,396,167616
1571,1134,437,130832
9209,6063,3146,945432
4705,3716,989,121158
8591,5690,2901,717384
3467,2440,1027,231516
5260,3949,1311,286960
9114,6413,2701,633479
1558,1220,338,110302
4669,3636,1033,441392
7899,5799,2100,1034892
18544,12597,5947,1248300
6090,4063,2027,511040
8642,6188,2454,323440
5899,4842,1057,364812
9985,6926,3059,516235
14499,9251,5248,1686258
2158,1449,709,62879
10041,6880,3161,1981968
4260,2921,1339,245898
10383,7627,2756,595264
2233,1472,761,287550
7177,5256,1921,657356
5602,3997,1605,601704
5017,3839,1178,310730
2375,1809,566,327250
7374,5739,1635,168948
11464,7938,3526,1002687
7779,5612,2167,369964
1019,791,228,39690
13744,10075,3669,737296
11223,7411,3812,561374
11164,7991,3173,686719
15499,9803,5696,2954388
10444,7421,3023,1566950
10044,7005,3039,1619703
4860,4045,815,221446
4556,3232,1324,393536
3375,2232,1143,111444
2369,1617,752,113552
12940,8783,4157,955300
8491,6689,1802,336756
1956,1336,620,122797
6960,5444,1516,747080
11007,7460,3547,600005
3686,2923,763,68540
4878,3672,1206,383244
676,485,191,33120
2415,1768,647,149855
3493,2353,1140,307190
3402,2813,589,201690
13901,8921,4980,807118
1544,999,545,109213
1901,1524,377,105078
17985,12015,5970,2785468
4601,3710,891,278481
2441,1924,517,180000
1739,1189,550,247566
8385,6356,2029,768179
9137,6303,2834,1508420
2783,1837,946,250305
2273,1716,557,60525
963,786,177,62968
6940,4732,2208,987390
11199,9240,1959,513342
4749,3103,1646,326778
9066,7398,1668,267648
1700,1239,461,187156
5289,3962,1327,360612
12276,7809,4467,463320
3617,2818,799,220158
2353,1760,593,258390
3480,2250,1230,180995
2762,1791,971,261664
1892,1383,509,185070
7233,4865,2368,385784
2702,1895,807,206412
19143,13133,6010,856596
2210,1805,405,80784
1394,904,490,98049
7885,5553,2332,687040
1280,1024,256,68134
12209,9853,2356,979776
3505,2442,1063,335988
2071,1593,478,201605
5920,4132,1788,435960
3901,2897,1004,338400
7482,5548,1934,263580
1825,1386,439,120840
1835,1268,567,88236
12581,9073,3508,1738926
8542,5927,2615,873554
2058,1493,565,61910
9439,6316,3123,1396884
5771,3768,2003,620084
3539,2814,725,164160
3522,2234,1288,736308
2360,1647,713,129585
5232,3492,1740,814363
12632,9373,3259,1031792
15515,9941,5574,1469345
3107,2194,913,412764
7603,5167,2436,445008
4287,2856,1431,236250
11490,9278,2212,538530
5879,3996,1883,495504
6466,4612,1854,810047
3921,2686,1235,132004
6685,4634,2051,360096
15948,11385,4563,2319688
18760,12381,6379,1115127
10749,8047,2702,390336
671,547,124,10602
2060,1589,471,80250
11806,8456,3350,453612
4243,3316,927,168665
7435,5595,1840,641862
6762,4950,1812,805770
2074,1423,651,78936
3430,2737,693,193776
4019,3058,961,339152
5449,3954,1495,463869
10425,7121,3304,815430
1143,806,337,104098
8401,5574,2827,524574
4795,3784,1011,74259
1690,1327,363,138996
6326,4866,1460,713030
393,320,73,11890
5955,4417,1538,448736
4030,2850,1180,407216
5543,4333,1210,271584
2377,1584,793,262283
4772,3008,1764,115132
3934,3209,725,188232
10976,8212,2764,569634
2149,1375,774,248965
3986,3115,871,319926
2673,2153,520,208165
8082,5852,2230,1042902
4459,3561,898,239200
2919,2357,562,129375
16764,11616,5148,3147660
3732,2985,747,342615
4906,3942,964,200928
5384,3765,1619,229632
12193,7722,4471,1101990
4308,2732,1576,305748
7694,5575,2119,527940
1477,1192,285,147804
3880,3055,825,286209
4599,3353,1246,542932
5320,3838,1482,430335
3728,2665,1063,188352
5302,3657,1645,583308
14699,11608,3091,450831
13891,8980,4911,1180920
5150,3301,1849,554268
4689,2994,1695,291720
9617,7009,2608,1442790
15370,10127,5243,1547028
4257,3523,734,413457
1351,976,375,155392
1177,891,286,62488
17435,13649,3786,1136484
3823,3064,759,444740
16581,11805,4776,1034352
5368,4244,1124,336708
5228,3797,1431,274950
9629,7667,1962,785565
3600,2594,1006,215605
3500,2713,787,213756
4562,3402,1160,469972
1349,990,359,69874
1327,862,465,102315
5216,3418,1798,936041
9137,6193,2944,647036
9155,6221,2934,697167
9734,7114,2620,440448
2401,1526,875,209495
4428,3322,1106,198891
5572,3876,1696,440190
4881,3521,1360,464332
14657,9677,4980,1602734
4972,4083,889,282920
6407,4701,1706,603136
12368,8466,3902,651567
3460,2856,604,149120
1173,744,429,204072
1782,1280,502,107172
10174,7960,2214,446196
3901,2477,1424,294216
15431,10158,5273,999920
6705,4492,2213,982972
5267,4388,879,58548
4547,3583,964,249060
5736,4218,1518,415530
3146,2292,854,433497
2074,1612,462,104076
5429,4493,936,173732
16697,11094,5603,1531740
3567,2363,1204,370832
4385,3428,957,371640
14993,10691,4302,568123
1208,908,300,73254
5996,4276,1720,281260
15398,12227,3171,1240020
5618,4252,1366,97900
8215,5269,2946,652383
9985,7249,2736,1210280
5063,3896,1167,222384
4621,2901,1720,354855
11532,7762,3770,1670140
1720,1123,597,133224
5691,3931,1760,397782
7874,6040,1834,287031
5664,4334,1330,546377
8151,5940,2211,513330
3676,2808,868,151101
12552,9263,3289,985496
6334,3994,2340,342717
10856,7091,3765,844074
5868,3880,1988,403744
3994,2708,1286,514500
2749,2291,458,96690
7003,5020,1983,578350
1830,1261,569,92368
12547,9296,3251,737268
6166,4009,2157,549045
4477,3332,1145,648768
769,549,220,73656
12887,9025,3862,934743
1805,1344,461,98936
5162,3376,1786,287165
2002,1410,592,143290
8531,6605,1926,446628
3320,2261,1059,296286
3390,2603,787,90170
8958,6930,2028,634405
1254,962,292,125528
5851,4433,1418,429030
5038,3970,1068,143600
2988,2443,545,114886
1760,1220,540,224637
3389,2773,616,102818
8314,5809,2505,421095
11764,7676,4088,899990
6681,5434,1247,391171
3580,2641,939,295452
2957,1909,1048,349670
660,489,171,28536
7400,5292,2108,543169
17024,12359,4665,1962807
9433,7274,2159,910565
10791,8041,2750,954856
12172,7912,4260,857248
4347,2871,1476,444808
14323,9731,4592,472832
3717,2520,1197,235846
4637,3744,893,120904
4930,3363,1567,233020
907,747,160,28782
1713,1080,633,273385
2734,1762,972,542208
10083,7637,2446,350160
2771,1760,1011,79576
4858,3274,1584,429600
3829,2650,1179,516882
1678,1150,528,108768
6425,4899,1526,474330
7465,6214,1251,575424
11688,7315,4373,1226940
3900,2658,1242,253680
15875,10650,5225,426600
14428,9455,4973,1270950
8628,6675,1953,1101030
7293,5016,2277,508464
15103,9678,5425,819434
6728,4984,1744,348458
1328,841,487,104204
10074,6368,3706,1028924
13339,9176,4163,1737468
708,589,119,12483
3067,2316,751,216461
8764,6347,2417,1059303
4607,3407,1200,153000
3150,1987,1163,212868
4542,3397,1145,213129
2667,1976,691,178265
3996,3074,922,104325
22519,14261,8258,1110874
7582,4883,2699,377696
2801,2008,793,294336
2728,2081,647,75712
5485,3717,1768,336278
2838,1876,962,468072
9232,6832,2400,409469
5385,3801,1584,871728
2163,1595,568,126352
9132,6307,2825,339422
7509,4881,2628,1110624
6400,5145,1255,164980
3430,2345,1085,289884
5205,3463,1742,408619
2832,2288,544,219107
5748,4721,1027,257418
401,302,99,21816
1650,1145,505,115104
6023,4977,1046,512624
3922,2780,1142,408455
7009,5729,1280,207348
6273,4838,1435,627000
13589,10973,2616,409417
4361,2778,1583,528876
1405,1073,332,70839
9712,6192,3520,774648
8850,6108,2742,1087834
2831,1945,886,134915
762,594,168,42900
3631,2778,853,160430
1492,992,500,136864
6038,4398,1640,665625
864,714,150,68200
1099,865,234,45898
16463,11118,5345,1653912
980,687,293,49128
2371,1619,752,385200
2723,1744,979,468358
3792,2629,1163,232700
7806,5465,2341,187026
3019,2222,797,135120
721,576,145,25116
2558,1765,793,338670
3479,2868,611,315240
4109,3226,883,196707
1669,1376,293,63264
4867,3139,1728,751548
3934,2683,1251,383980
15254,11464,3790,1697166
13199,8531,4668,2060640
17614,11335,6279,3362994
2491,2036,455,89044
6304,5237,1067,161160
2504,1738,766,126126
10278,8210,2068,455499
2614,2064,550,62220
1828,1343,485,131328
1853,1446,407,91200
6546,5209,1337,159424
8589,6190,2399,1357794
3368,2658,710,162042
5391,3997,1394,514393
10773,8830,1943,321432
5889,4360,1529,164802
6740,4780,1960,258060
14898,9892,5006,2105946
5941,4167,1774,600660
10764,7095,3669,1726915
6972,5205,1767,424034
4936,3864,1072,140616
12943,8516,4427,1512225
2567,1623,944,194880
1811,1396,415,145377
1116,768,348,34648
9089,6477,2612,822147
18876,13303,5573,2033601
18049,11777,6272,536640
7507,4818,2689,406638
7968,5327,2641,911610
3169,2259,910,397761
1705,1310,395,83538
488,385,103,22540
15988,10221,5767,918459
2176,1677,499,105952
2996,2019,977,415117
1266,853,413,106982
1493,963,530,249501
5530,3619,1911,381561
611,497,114,54900
14472,10011,4461,1114146
4135,3007,1128,532642
6801,4829,1972,410571
11134,7433,3701,732679
16746,13649,3097,911678
5574,4179,1395,635950
9326,5943,3383,1080540
7873,6001,1872,197340
2669,1689,980,181050
3938,3233,705,272459
6502,4337,2165,702513
14394,10409,3985,421726
11588,7966,3622,528580
1240,834,406,93138
3337,2311,1026,426510
