Duration,Clicks_Plus_Leads,Clicks,Leads,Revenue
21,7604,6251,1353,718290
18,5725,3614,2111,1223725
26,2246,1412,834,350960
25,7221,4769,2452,807576
15,8096,5370,2726,322196
18,3884,2731,1153,339486
21,12183,7798,4385,2235135
22,3626,2741,885,87576
15,1807,1360,447,164604
28,3539,2467,1072,274707
17,13270,9881,3389,952200
18,1023,649,374,74466
23,6203,4498,1705,174930
26,3575,2766,809,183429
12,1025,747,278,97000
18,12384,10074,2310,745380
6,5290,4183,1107,235898
17,2369,1863,506,204400
18,6114,4152,1962,469315
7,11795,8522,3273,520536
15,8254,6089,2165,412080
25,7610,5091,2519,680472
10,10717,8852,1865,938223
23,3301,2257,1044,254795
9,843,549,294,64714
5,8905,6979,1926,182700
16,10637,6939,3698,1057185
21,752,549,203,46371
29,10834,8220,2614,888832
8,2811,1968,843,416340
11,6925,5589,1336,210816
21,6455,4344,2111,418132
9,13019,9060,3959,2242614
8,2855,2034,821,166920
23,2694,2047,647,142002
13,9567,6740,2827,835252
28,6747,4230,2517,238914
24,20211,14099,6112,2376900
20,880,667,213,101780
17,5732,4075,1657,523072
16,9636,6712,2924,956580
28,10055,7325,2730,406725
26,8089,6017,2072,296784
11,8944,6055,2889,468249
13,2553,1693,860,199302
12,726,604,122,22095
8,4650,3016,1634,125847
23,17857,13122,4735,1084600
17,8275,6054,2221,412699
24,9370,6753,2617,600188
6,3214,2310,904,84320
5,1598,1275,323,111078
6,17562,13168,4394,1340268
5,9852,8123,1729,491288
17,3866,2503,1363,199563
15,4881,4054,827,327806
16,893,679,214,48450
25,4186,2977,1209,425826
25,10602,6981,3621,1250832
22,6687,4994,1693,529840
28,1637,1228,409,71928
7,1571,1028,543,171840
12,5927,4349,1578,931500
20,9667,7504,2163,635000
30,5294,3967,1327,326893
15,17702,11119,6583,2283222
17,13333,10108,3225,1909026
9,13972,8870,5102,1690812
14,1341,864,477,111166
25,16026,12009,4017,484200
6,5628,3741,1887,784784
17,5401,3646,1755,415854
23,17234,11837,5397,787374
19,7081,5026,2055,492362
29,1382,1106,276,109373
14,12342,8722,3620,581742
5,9331,6350,2981,743688
10,4301,2802,1499,620352
17,5306,4362,944,252627
15,15978,12007,3971,874650
13,5018,3404,1614,243415
23,2818,1913,905,383400
30,3648,2653,995,298901
25,8373,5543,2830,636786
9,1419,1144,275,39680
26,6411,5070,1341,385280
15,6219,4516,1703,386883
25,8917,7048,1869,586659
13,2615,1756,859,419952
22,7470,4758,2712,740632
27,3014,1893,1121,237016
17,2496,1728,768,105768
22,2302,1895,407,190269
25,8067,5467,2600,661572
7,8910,6844,2066,774947
11,2977,2162,815,190944
18,3590,2273,1317,484110
27,2386,1528,858,279243
5,2340,1804,536,159600
11,9122,6421,2701,255496
21,15566,9772,5794,1122363
29,19446,12871,6575,1590927
29,14286,10580,3706,590281
29,4860,3065,1795,729270
29,2688,1918,770,281790
15,11189,7184,4005,2158512
20,2678,1994,684,131805
29,12613,8632,3981,1199091
25,9816,6446,3370,322392
24,2609,1962,647,193050
14,11854,9063,2791,900796
7,11874,7652,4222,612248
5,5279,3578,1701,294905
11,11578,7460,4118,564408
5,6558,4800,1758,502180
30,4890,3354,1536,869658
19,15515,10690,4825,1050430
17,4435,3253,1182,119113
8,1292,843,449,126368
21,12205,8549,3656,1687366
25,9816,8071,1745,673803
29,1723,1164,559,90630
5,14180,10211,3969,594520
18,2021,1568,453,173817
15,1453,1078,375,45998
25,3665,2940,725,170506
28,2721,1783,938,297055
18,972,765,207,54120
23,8330,5453,2877,780426
19,6682,4450,2232,478036
26,1968,1532,436,202062
10,12971,9283,3688,1567800
9,3408,2363,1045,351540
12,1737,1186,551,245284
24,5398,3388,2010,363306
29,12411,8150,4261,1879416
28,10803,7750,3053,1853864
8,1326,1056,270,59878
19,5381,3423,1958,539805
30,6811,5178,1633,558556
25,12793,9023,3770,1471120
7,2303,1486,817,209148
21,3352,2759,593,88365
12,2425,1816,609,301041
27,3983,2681,1302,527469
7,7125,5301,1824,970536
29,6876,5412,1464,299364
19,537,398,139,31122
20,4602,3696,906,177378
24,12280,7735,4545,691642
6,3814,3057,757,185070
30,1466,1192,274,33580
25,3475,2463,1012,272734
16,4292,3243,1049,377568
11,13115,10592,2523,617010
17,6802,4651,2151,876470
30,21990,14251,7739,3126600
13,702,507,195,115736
28,10088,7406,2682,953052
20,11656,8778,2878,727632
11,3151,2304,847,180513
11,15692,11666,4026,899805
7,658,529,129,36252
29,5970,4782,1188,96480
8,5692,4611,1081,136290
26,2780,2261,519,233481
13,12218,8011,4207,878688
20,5414,3855,1559,242048
14,4480,3150,1330,249120
30,4446,3031,1415,241920
18,6757,5559,1198,113390
21,4146,3061,1085,133518
28,2306,1756,550,259896
5,2529,1861,668,168137
5,9265,6529,2736,944160
7,4401,2836,1565,171196
7,8289,5721,2568,317170
13,1859,1206,653,283560
20,15372,10322,5050,2656440
26,4195,2779,1416,415701
17,3660,2631,1029,187487
30,3328,2409,919,338402
19,2769,2259,510,82566
26,5929,3964,1965,307776
15,3435,2829,606,352044
16,12928,8118,4810,1084545
18,5833,4621,1212,323200
20,5836,3809,2027,381261
16,10661,7987,2674,506345
28,14313,11838,2475,1344105
22,8567,7065,1502,578197
10,13219,8891,4328,923326
6,7094,4614,2480,945265
20,6392,4133,2259,597780
8,4869,3543,1326,114816
8,9301,6012,3289,1423252
10,2197,1790,407,117120
13,3685,2798,887,304644
26,10255,8434,1821,324836
16,8471,6439,2032,911808
10,1838,1332,506,184254
13,4034,2667,1367,493551
29,3286,2467,819,228340
24,1823,1284,539,199111
17,965,633,332,173376
17,14613,10926,3687,1286236
30,2132,1464,668,305855
14,964,678,286,136884
15,4103,2970,1133,642252
25,4060,3376,684,165816
24,835,642,193,44298
23,8729,5751,2978,1051628
15,8376,6558,1818,525483
25,2341,1590,751,285360
28,2905,2189,716,254284
10,3920,2589,1331,272304
5,7167,5409,1758,374974
15,12836,9622,3214,274985
6,13941,10291,3650,941220
14,893,617,276,107508
8,1358,947,411,84231
20,3009,2249,760,292395
20,6768,4762,2006,410150
26,9183,7513,1670,601472
5,3877,2889,988,70180
9,3670,2912,758,364426
28,3097,2206,891,242265
6,8621,5634,2987,924563
19,11212,7262,3950,821878
19,1584,1244,340,46530
23,11023,8240,2783,669507
19,2182,1405,777,211242
5,19009,13239,5770,1559672
16,6773,5009,1764,957718
29,5845,3779,2066,440076
16,10864,9025,1839,148250
23,4084,3108,976,318120
13,3539,2533,1006,208560
20,5422,4386,1036,219564
15,6986,4673,2313,437382
24,8308,6358,1950,747040
26,5697,3873,1824,454212
25,5237,3734,1503,735376
30,18378,11862,6516,1334313
25,1515,991,524,159084
28,2098,1656,442,105245
13,3881,2760,1121,252859
5,3701,2527,1174,99246
5,18880,13726,5154,2225384
18,16427,10332,6095,2036229
29,11633,8171,3462,1420425
13,2392,1964,428,87636
27,4539,3687,852,241966
22,19799,14640,5159,730904
7,11448,7262,4186,627676
24,7763,4960,2803,719897
30,2622,2062,560,177636
11,15035,11516,3519,446890
8,1215,865,350,157940
29,13095,8528,4567,592156
19,5674,4673,1001,189662
28,3517,2503,1014,529200
22,4499,2828,1671,510119
24,2671,1685,986,191315
12,16758,11436,5322,875016
9,1721,1159,562,131320
25,4095,2881,1214,472758
24,2528,2009,519,218022
27,10529,6808,3721,1085266
13,9845,6455,3390,1185821
11,2970,2153,817,205128
30,1686,1355,331,181724
15,6967,4433,2534,1212850
9,8267,5914,2353,374760
10,6751,4318,2433,1176536
25,7574,5991,1583,209502
30,6036,4707,1329,170280
29,10755,6942,3813,1611124
13,7709,5797,1912,785290
11,5243,3884,1359,332748
24,4405,3489,916,267399
25,2838,1901,937,191110
30,13609,10405,3204,908236
27,1859,1455,404,125570
29,4063,3210,853,278432
13,2711,2061,650,351127
11,8060,5351,2709,630468
14,2426,2020,406,168207
8,10145,6718,3427,1156032
10,2304,1739,565,199232
15,6851,4728,2123,1056688
7,6235,5167,1068,116265
8,6284,4393,1891,412370
16,580,481,99,12700
5,12178,8465,3713,803985
16,3821,2595,1226,300860
17,5710,3821,1889,1070706
15,717,479,238,56650
19,1810,1229,581,157542
29,5158,3501,1657,830251
22,9781,6771,3010,565064
17,6681,4813,1868,610736
9,4221,3410,811,207656
21,5123,4264,859,172480
30,12238,9536,2702,538480
7,10247,7467,2780,880452
10,2849,1992,857,175446
9,9368,5871,3497,480480
28,4308,3506,802,326350
30,9010,7330,1680,450058
7,10474,7226,3248,1230725
6,16185,11177,5008,2681535
21,4231,3332,899,132480
8,4130,2825,1305,334686
30,2370,1724,646,365178
18,9866,6519,3347,1292928
28,2083,1405,678,223860
12,5550,4568,982,204450
24,2426,1945,481,284760
9,5439,4443,996,215400
7,6703,4742,1961,643215
13,5655,4578,1077,265660
8,2117,1711,406,172422
25,5472,4365,1107,118965
7,1244,850,394,68376
22,9504,6555,2949,1315110
26,12605,7964,4641,1322594
19,4950,3433,1517,464808
22,15206,11841,3365,1795110
10,13321,9662,3659,864042
15,3604,2256,1348,264924
24,1104,723,381,77400
11,8490,6809,1681,598262
29,14040,10151,3889,842904
11,1875,1391,484,235144
16,4424,3378,1046,142308
11,1871,1331,540,230395
30,4188,2637,1551,310760
5,13524,9345,4179,840807
19,4032,2582,1450,745011
25,4041,2624,1417,227772
10,11263,7116,4147,674492
5,15437,9703,5734,1926712
21,9834,8144,1690,406032
24,4764,3050,1714,368640
19,11948,7679,4269,632530
15,3101,1978,1123,295240
20,2157,1603,554,313065
8,6128,4217,1911,512875
18,5106,3690,1416,186824
29,11057,7850,3207,1113420
6,8356,6569,1787,696352
14,6514,5049,1465,282450
26,15096,10484,4612,2346992
23,2599,1962,637,102834
18,5833,4546,1287,346777
29,4902,3072,1830,712053
29,1902,1440,462,204512
8,5762,4800,962,395618
29,3726,3017,709,246696
29,5327,4250,1077,229362
26,5099,3382,1717,223374
17,3544,2530,1014,315951
20,1492,1144,348,64416
6,8100,5630,2470,663840
21,3064,2208,856,118267
5,6616,4436,2180,368298
15,5158,4164,994,255195
20,8981,6438,2543,203708
15,6848,5140,1708,497227
13,4900,4058,842,77616
23,2541,1707,834,288915
8,12525,10239,2286,1114484
28,804,547,257,58590
24,1268,948,320,139995
18,1504,983,521,56364
28,13571,9870,3701,676535
16,9848,7355,2493,215366
15,5916,4722,1194,381096
5,3166,2283,883,226590
26,15313,10669,4644,1015324
24,4103,2980,1123,198522
18,636,417,219,24644
15,15071,9778,5293,1318176
5,3898,2537,1361,192780
24,6166,5017,1149,348056
26,17363,11548,5815,3123919
12,3569,2357,1212,301140
21,1733,1270,463,60860
21,11232,7261,3971,1079120
13,845,534,311,136500
19,18288,11810,6478,969024
17,1639,1240,399,61686
11,6629,4677,1952,558444
23,3112,2294,818,305602
19,17636,11848,5788,2532284
13,12917,8172,4745,1489380
26,12162,9458,2704,463608
22,2024,1521,503,139556
21,13514,10888,2626,1037082
24,11242,7124,4118,1271400
29,15287,11829,3458,1000125
11,12688,9384,3304,356928
22,4649,3491,1158,123321
23,3552,2332,1220,458125
26,5240,4274,966,356850
6,3566,2663,903,294516
8,7231,4676,2555,322240
18,1856,1300,556,62220
11,11029,7793,3236,1170660
6,3040,2340,700,239478
7,11049,7473,3576,1178398
7,2136,1528,608,308866
28,9702,7170,2532,533709
17,5922,4472,1450,543411
24,10206,8416,1790,972332
19,12264,8391,3873,1410123
6,5582,4243,1339,446918
13,7021,5451,1570,389232
6,4358,3508,850,209922
28,13378,9746,3632,1556785
28,1177,775,402,207483
30,4593,3633,960,263277
26,3753,2883,870,291984
8,1944,1340,604,167371
9,9981,6782,3199,458824
18,2930,1988,942,467170
8,12444,8268,4176,1457020
9,2593,1871,722,111540
24,8099,6528,1571,346038
15,13135,8822,4313,1361160
17,12741,8889,3852,762144
16,9001,6404,2597,1254855
10,10545,7632,2913,911880
13,1873,1230,643,88352
17,10946,7457,3489,291648
23,3210,2078,1132,98784
25,1447,1079,368,96360
5,2943,1939,1004,197290
6,9353,5920,3433,1104031
18,2437,1962,475,244216
17,3806,3161,645,227115
13,2115,1743,372,178101
20,3386,2250,1136,206055
11,12241,9595,2646,275405
12,7318,5434,1884,547149
19,8743,6893,1850,464646
19,1947,1313,634,124869
25,5957,4912,1045,264386
9,7202,4924,2278,260832
15,2276,1897,379,154704
30,2322,1656,666,125120
11,5100,3681,1419,210192
5,3996,2746,1250,268620
19,892,657,235,48356
21,3585,2516,1069,261576
12,10948,7976,2972,485298
16,3830,2775,1055,228096
20,1174,798,376,61712
22,7615,5701,1914,449085
23,14184,9039,5145,1279278
24,5861,3849,2012,411597
15,15966,10156,5810,1641936
27,8455,6820,1635,263406
6,658,444,214,77384
21,13435,8416,5019,1649830
22,13513,9083,4430,2048160
20,10473,7352,3121,1057312
21,1586,1017,569,161131
15,2411,1821,590,226347
14,1917,1551,366,85400
8,6307,4918,1389,596440
19,8513,6676,1837,821980
19,6204,4691,1513,510400
22,2570,1747,823,409200
9,3994,3204,790,396210
22,2842,2066,776,87164
16,5875,4150,1725,404376
5,7647,5146,2501,474546
17,15155,11821,3334,1202040
6,10029,7154,2875,457963
22,984,620,364,188034
20,8409,6015,2394,546744
24,15683,10079,5604,1410285
23,1429,1156,273,48822
12,10703,7105,3598,1423000
6,8635,6698,1937,692159
10,5650,4084,1566,241230
9,6761,4288,2473,768996
24,3041,2037,1004,369389
9,15223,10695,4528,1031756
7,2625,1800,825,279054
8,1949,1367,582,98748
5,10025,7622,2403,467400
23,2630,1735,895,121660
30,9873,6992,2881,1444881
20,10664,6671,3993,1069452
19,5724,4235,1489,677660
6,5920,3964,1956,398866
24,6516,4861,1655,304920
8,18878,13940,4938,1354148
19,1389,1095,294,109436
18,5000,3671,1329,340704
27,9620,7304,2316,479940
16,2164,1449,715,117189
16,5784,3687,2097,537312
23,3584,2863,721,360195
27,11123,7531,3592,1719616
13,9231,7151,2080,1111094
25,10847,7610,3237,1332144
12,3640,2327,1313,488310
11,10590,6844,3746,936054
18,12217,7899,4318,1097829
18,8390,5443,2947,656276
17,14711,10196,4515,806000
18,954,771,183,26391
14,9610,6458,3152,1903097
17,3105,2273,832,89997
17,2284,1875,409,106173
25,7635,5183,2452,485473
19,2315,1926,389,49764
30,14479,9237,5242,1131390
12,2915,1943,972,465206
15,6611,4651,1960,543530
9,10677,6942,3735,705100
28,1682,1234,448,112158
20,4559,3216,1343,325242
5,7764,6293,1471,439132
8,15074,10433,4641,427383
19,12343,10096,2247,384836
14,787,595,192,69788
9,13551,8504,5047,1635705
7,19600,12631,6969,2202252
11,3012,1949,1063,295647
11,6373,5289,1084,232000
10,5479,4193,1286,505195
25,9574,7768,1806,300840
7,7821,5562,2259,1013264
18,7699,5805,1894,177152
20,16450,12689,3761,250914
7,4214,2661,1553,504868
7,2919,2336,583,74340
13,1534,1259,275,43896
28,1313,863,450,253750
26,19683,13077,6606,1906000
20,602,456,146,30956
24,8188,6402,1786,213199
23,9074,6630,2444,709605
16,2452,1728,724,83692
16,6065,4894,1171,264735
16,11244,7732,3512,1460945
24,3325,2633,692,281388
11,3069,1958,1111,284427
17,11549,9251,2298,664706
5,14201,9465,4736,1950606
21,1907,1202,705,275880
13,3821,2770,1051,81606
13,7586,4983,2603,1361844
23,839,664,175,50932
22,7946,6177,1769,249977
19,11104,8567,2537,715647
20,6113,4578,1535,675396
12,847,532,315,58692
22,7975,5202,2773,355750
22,2832,2278,554,103722
18,4922,3541,1381,517293
10,3473,2771,702,204972
12,2583,1727,856,348458
30,2562,1678,884,193519
12,2496,1686,810,109436
16,7314,4999,2315,713632
19,8917,5640,3277,1057144
29,14720,11592,3128,524772
12,5365,3724,1641,510580
19,16568,11124,5444,1146411
27,6133,4001,2132,746438
15,8329,5295,3034,1108650
8,878,638,240,56959
19,556,379,177,67540
9,7894,5004,2890,860832
29,2057,1417,640,157399
21,19225,12880,6345,2599436
20,3450,2704,746,302940
21,5393,4344,1049,122694
24,8106,6640,1466,655068
8,9042,5901,3141,654159
29,7890,4976,2914,1057130
17,8208,5949,2259,1118362
29,2499,1625,874,205842
30,1112,724,388,81096
5,12974,8512,4462,1715644
15,19379,12883,6496,2599236
16,3885,2524,1361,464185
13,3004,2489,515,170694
25,13066,10124,2942,605790
30,4044,3293,751,84109
30,3024,2218,806,165760
19,6077,4122,1955,443620
8,1348,990,358,55440
14,5486,3688,1798,561172
20,10343,7772,2571,589798
8,6998,4446,2552,308356
20,4048,2989,1059,172617
23,18913,11896,7017,2203704
24,1744,1376,368,179828
14,4051,3102,949,170772
7,10590,7017,3573,946488
8,15554,12165,3389,942985
22,6448,5004,1444,471042
17,2463,1641,822,184500
27,8830,6818,2012,160484
29,2845,2299,546,122764
18,1769,1327,442,87290
6,1450,984,466,270100
23,904,726,178,21615
16,7592,5160,2432,1317262
16,13126,8807,4319,826275
7,6125,4393,1732,1018875
14,2276,1862,414,73904
28,9628,7200,2428,306460
11,17837,12141,5696,983907
30,2094,1320,774,171564
10,15313,9635,5678,498411
16,1148,866,282,103707
20,572,434,138,56842
17,1368,1122,246,39054
24,11207,8856,2351,509480
20,6878,5138,1740,210694
23,2611,1946,665,241450
29,4672,3240,1432,258813
30,2076,1377,699,150064
11,4859,3061,1798,559365
16,14267,10395,3872,1730412
11,4761,3355,1406,494262
22,3522,2209,1313,299536
17,3996,3294,702,202376
28,2495,1966,529,113883
25,523,431,92,11271
16,5215,3811,1404,561558
30,13995,11586,2409,637008
14,15118,11117,4001,1038584
14,15730,10629,5101,2456584
11,12537,8782,3755,472885
5,3070,2224,846,296701
14,8267,5678,2589,722370
18,1957,1561,396,167616
13,1571,1134,437,130832
9,9209,6063,3146,945432
20,4705,3716,989,121158
14,8591,5690,2901,717384
9,3467,2440,1027,231516
22,5260,3949,1311,286960
19,9114,6413,2701,633479
17,1558,1220,338,110302
5,4669,3636,1033,441392
24,7899,5799,2100,1034892
9,18544,12597,5947,1248300
24,6090,4063,2027,511040
18,8642,6188,2454,323440
15,5899,4842,1057,364812
24,9985,6926,3059,516235
29,14499,9251,5248,1686258
22,2158,1449,709,62879
25,10041,6880,3161,1981968
6,4260,2921,1339,245898
27,10383,7627,2756,595264
6,2233,1472,761,287550
15,7177,5256,1921,657356
23,5602,3997,1605,601704
11,5017,3839,1178,310730
6,2375,1809,566,327250
24,7374,5739,1635,168948
22,11464,7938,3526,1002687
7,7779,5612,2167,369964
18,1019,791,228,39690
9,13744,10075,3669,737296
19,11223,7411,3812,561374
16,11164,7991,3173,686719
20,15499,9803,5696,2954388
14,10444,7421,3023,1566950
15,10044,7005,3039,1619703
17,4860,4045,815,221446
17,4556,3232,1324,393536
24,3375,2232,1143,111444
18,2369,1617,752,113552
5,12940,8783,4157,955300
7,8491,6689,1802,336756
16,1956,1336,620,122797
10,6960,5444,1516,747080
9,11007,7460,3547,600005
25,3686,2923,763,68540
23,4878,3672,1206,383244
17,676,485,191,33120
14,2415,1768,647,149855
13,3493,2353,1140,307190
15,3402,2813,589,201690
9,13901,8921,4980,807118
30,1544,999,545,109213
22,1901,1524,377,105078
16,17985,12015,5970,2785468
10,4601,3710,891,278481
5,2441,1924,517,180000
25,1739,1189,550,247566
8,8385,6356,2029,768179
17,9137,6303,2834,1508420
5,2783,1837,946,250305
28,2273,1716,557,60525
13,963,786,177,62968
5,6940,4732,2208,987390
30,11199,9240,1959,513342
19,4749,3103,1646,326778
23,9066,7398,1668,267648
23,1700,1239,461,187156
15,5289,3962,1327,360612
23,12276,7809,4467,463320
10,3617,2818,799,220158
20,2353,1760,593,258390
6,3480,2250,1230,180995
13,2762,1791,971,261664
22,1892,1383,509,185070
8,7233,4865,2368,385784
16,2702,1895,807,206412
16,19143,13133,6010,856596
28,2210,1805,405,80784
27,1394,904,490,98049
17,7885,5553,2332,687040
29,1280,1024,256,68134
29,12209,9853,2356,979776
10,3505,2442,1063,335988
12,2071,1593,478,201605
8,5920,4132,1788,435960
30,3901,2897,1004,338400
6,7482,5548,1934,263580
21,1825,1386,439,120840
15,1835,1268,567,88236
15,12581,9073,3508,1738926
28,8542,5927,2615,873554
30,2058,1493,565,61910
14,9439,6316,3123,1396884
24,5771,3768,2003,620084
10,3539,2814,725,164160
7,3522,2234,1288,736308
6,2360,1647,713,129585
25,5232,3492,1740,814363
23,12632,9373,3259,1031792
5,15515,9941,5574,1469345
18,3107,2194,913,412764
17,7603,5167,2436,445008
26,4287,2856,1431,236250
28,11490,9278,2212,538530
19,5879,3996,1883,495504
29,6466,4612,1854,810047
24,3921,2686,1235,132004
22,6685,4634,2051,360096
11,15948,11385,4563,2319688
7,18760,12381,6379,1115127
20,10749,8047,2702,390336
11,671,547,124,10602
30,2060,1589,471,80250
8,11806,8456,3350,453612
9,4243,3316,927,168665
7,7435,5595,1840,641862
8,6762,4950,1812,805770
10,2074,1423,651,78936
27,3430,2737,693,193776
17,4019,3058,961,339152
25,5449,3954,1495,463869
29,10425,7121,3304,815430
12,1143,806,337,104098
6,8401,5574,2827,524574
11,4795,3784,1011,74259
24,1690,1327,363,138996
7,6326,4866,1460,713030
5,393,320,73,11890
10,5955,4417,1538,448736
9,4030,2850,1180,407216
11,5543,4333,1210,271584
12,2377,1584,793,262283
7,4772,3008,1764,115132
10,3934,3209,725,188232
7,10976,8212,2764,569634
7,2149,1375,774,248965
14,3986,3115,871,319926
23,2673,2153,520,208165
21,8082,5852,2230,1042902
18,4459,3561,898,239200
15,2919,2357,562,129375
14,16764,11616,5148,3147660
30,3732,2985,747,342615
13,4906,3942,964,200928
22,5384,3765,1619,229632
27,12193,7722,4471,1101990
21,4308,2732,1576,305748
7,7694,5575,2119,527940
26,1477,1192,285,147804
12,3880,3055,825,286209
13,4599,3353,1246,542932
21,5320,3838,1482,430335
5,3728,2665,1063,188352
13,5302,3657,1645,583308
7,14699,11608,3091,450831
14,13891,8980,4911,1180920
19,5150,3301,1849,554268
19,4689,2994,1695,291720
